;Name;Set;Types;Cost;Text;Actions / Villagers;Cards;Buys;Coins / Coffers;Trash / Return;Exile;Junk;Gain;Victory Points;IsCSO;IsOtherThing;IsInSupply;ImagePath
139;Menagerie;Cornucopia;['Action'];$3;+1 ActionReveal your hand. If the revealed cards all have different names, +3 Cards. Otherwise, +1 Card.;+1;+1, +2?;;;;;;;;False;False;True;card_pictures/Cornucopia/Menagerie.jpg
140;Farming Village;Cornucopia;['Action'];$4;+2 ActionsReveal cards from your deck until you reveal a Treasure or Action card. Put that card into your hand and discard the rest.;+2;+1;;;;;;;;False;False;True;card_pictures/Cornucopia/Farming_Village.jpg
141;Horse Traders;Cornucopia;['Action', 'Reaction'];$4;+1 Buy+$3Discard 2 cards.When another player plays an Attack card, you may first set this aside from your hand. If you do, then at the start of your next turn, +1 Card and return this to your hand.;;-2;+1;+$3;;;;;;False;False;True;card_pictures/Cornucopia/Horse_Traders.jpg
142;Remake;Cornucopia;['Action'];$4;Do this twice: Trash a card from your hand, then gain a card costing exactly $1 more than it.;;;;;2;;;2;;False;False;True;card_pictures/Cornucopia/Remake.jpg
143;Tournament;Cornucopia;['Action'];$4;+1 ActionEach player may reveal a Province from their hand. If you do, discard it and gain any Prize (from the Prize pile) or a Duchy, onto your deck. If no-one else does, +1 Card and +$1.;+1;+1?;;+$1?;;;;1?;(+3VP?);False;False;True;card_pictures/Cornucopia/Tournament.jpg
144;Young Witch;Cornucopia;['Action', 'Attack'];$4;"+2 CardsDiscard 2 cards. Each other player may reveal a Bane card from their hand; if they don’t, they gain a Curse.Setup: Add an extra Kingdom card pile costing $2 or $3 to the Supply. Cards from that pile are Bane cards.";;+2, -2;;;;;1?;;;False;False;True;card_pictures/Cornucopia/Young_Witch.jpg
145;Harvest;Cornucopia;['Action'];$5;Reveal the top 4 cards of your deck, then discard them. +$1 per differently named card revealed.;;;;+$x;;;;;;False;False;True;card_pictures/Cornucopia/Harvest.jpg
146;Horn of Plenty;Cornucopia;['Treasure'];$5;When you play this, gain a card costing up to $1 per differently named card you have in play (counting this). If it’s a Victory card, trash this.;;;;;Self?;;;1;;False;False;True;card_pictures/Cornucopia/Horn_of_Plenty.jpg
147;Hunting Party;Cornucopia;['Action'];$5;+1 Card+1 ActionReveal your hand. Reveal cards from your deck until you reveal one that isn’t a copy of one in your hand. Put it into your hand and discard the rest.;+1;+2;;;;;;;;False;False;True;card_pictures/Cornucopia/Hunting_Party.jpg
148;Jester;Cornucopia;['Action', 'Attack'];$5;"+$2Each other player discards the top card of their deck. If it’s a Victory card they gain a Curse; otherwise they gain a copy of the discarded card or you do, your choice.";;;;+$2;;1?;1?;;;False;False;True;card_pictures/Cornucopia/Jester.jpg
149;Fairgrounds;Cornucopia;['Victory'];$6;Worth 2VP per 5 differently named cards you have (round down).;;;;;;;;;XVP;False;False;True;card_pictures/Cornucopia/Fairgrounds.jpg
150;Bag of Gold;Cornucopia;['Action', 'Prize'];$0*;+1 ActionGain a Gold onto your deck.(This is not in the Supply.);+1;;;;;;;1;;False;False;False;card_pictures/Cornucopia/Bag_of_Gold.jpg
151;Diadem;Cornucopia;['Treasure', 'Prize'];$0*;$2When you play this, +$1 per unused Action you have (Action, not Action card).(This is not in the Supply.);;;;+$2 +$x;;;;;;False;False;False;card_pictures/Cornucopia/Diadem.jpg
152;Followers;Cornucopia;['Action', 'Attack', 'Prize'];$0*;+2 CardsGain an Estate. Each other player gains a Curse and discards down to 3 cards in hand.(This is not in the Supply.);;+2;;;;;1;1;(+1VP);False;False;False;card_pictures/Cornucopia/Followers.jpg
153;Princess;Cornucopia;['Action', 'Prize'];$0*;+1 BuyWhile this is in play, cards cost $2 less, but not less than $0.(This is not in the Supply.);;;+1;R2;;;;;;False;False;False;card_pictures/Cornucopia/Princess.jpg
154;Trusty Steed;Cornucopia;['Action', 'Prize'];$0*;"Choose two: +2 Cards; or +2 Actions; or +$2; or gain 4 Silvers and put your deck into your discard pile. The choices must be different.(This is not in the Supply.)";+2?;+2?;;+$2?;;;;4?;;False;False;False;card_pictures/Cornucopia/Trusty_Steed.jpg
155;Crossroads;Hinterlands;['Action'];$2;Reveal your hand. +1 Card per Victory card revealed. If this is the first time you played a Crossroads this turn, +3 Actions.;+3?;+X;;;;;;;;False;False;True;card_pictures/Hinterlands/Crossroads.jpg
156;Duchess;Hinterlands;['Action'];$2;+$2. Each player (including you) looks at the top card of their deck and may discard it.In games using this, when you gain a Duchy, you may gain a Duchess.;;;;+$2;;;;;;False;False;True;card_pictures/Hinterlands/Duchess.jpg
157;Fool's Gold;Hinterlands;['Treasure', 'Reaction'];$2;If this is the first time you played a Fool's Gold this turn, +$1, otherwise +$4.When another player gains a Province, you may trash this from your hand, to gain a Gold onto your deck.;;;;+$1, +$3?;;;;;;False;False;True;card_pictures/Hinterlands/Fool's_Gold.jpg
158;Develop;Hinterlands;['Action'];$3;Trash a card from your hand. Gain two cards onto your deck, with one costing exactly $1 more than it, and one costing exactly $1 less than it, in either order.;;;;;1;;;2;;False;False;True;card_pictures/Hinterlands/Develop.jpg
159;Oasis;Hinterlands;['Action'];$3;+1 Card+1 Action+$1Discard a card.;+1;+1,-1;;+$1;;;;;;False;False;True;card_pictures/Hinterlands/Oasis.jpg
160;Oracle;Hinterlands;['Action', 'Attack'];$3;Each player (including you) reveals the top 2 cards of their deck, and discards them or puts them back, your choice (they choose the order). Then, +2 Cards.;;+2;;;;;;;;False;False;True;card_pictures/Hinterlands/Oracle.jpg
161;Scheme;Hinterlands;['Action'];$3;+1 Card+1 ActionThis turn, you may put one of your Action cards onto your deck when you discard it from play.;+1;+1;;;;;;;;False;False;True;card_pictures/Hinterlands/Scheme.jpg
162;Tunnel;Hinterlands;['Victory', 'Reaction'];$3;2VPWhen you discard this other than during Clean-up, you may reveal it to gain a Gold.;;;;;;;;1?;2VP;False;False;True;card_pictures/Hinterlands/Tunnel.jpg
163;Jack of All Trades;Hinterlands;['Action'];$4;"Gain a Silver. Look at the top card of your deck; you may discard it. Draw until you have 5 cards in hand. You may trash a non-Treasure card from your hand.";;+X;;;1?;;;1;;False;False;True;card_pictures/Hinterlands/Jack_of_All_Trades.jpg
164;Noble Brigand;Hinterlands;['Action', 'Attack'];$4;+$1Each other player reveals the top 2 cards of their deck, trashes a revealed Silver or Gold you choose, discards the rest, and gains a Copper if they didn't reveal a Treasure. You gain the trashed cards.When you buy this, do its attack.;;;;+$1;;;1?*1?;X*X;;False;False;True;card_pictures/Hinterlands/Noble_Brigand.jpg
165;Nomad Camp;Hinterlands;['Action'];$4;+1 Buy+$2This is gained onto your deck (instead of to your discard pile).;;;+1;+$2;;;;;;False;False;True;card_pictures/Hinterlands/Nomad_Camp.jpg
166;Silk Road;Hinterlands;['Victory'];$4;Worth 1VP for every 4 Victory cards you have (round down).;;;;;;;;;XVP;False;False;True;card_pictures/Hinterlands/Silk_Road.jpg
167;Spice Merchant;Hinterlands;['Action'];$4;"You may trash a Treasure from your hand to choose one: +2 Cards and +1 Action; or +1 Buy and +$2.";+1?;+2?;+1?;+$2?;1?;;;;;False;False;True;card_pictures/Hinterlands/Spice_Merchant.jpg
168;Trader;Hinterlands;['Action', 'Reaction'];$4;Trash a card from your hand. Gain a Silver per $1 it costs.When you gain a card, you may reveal this from your hand, to exchange the card for a Silver.;;;;;1;;;X;;False;False;True;card_pictures/Hinterlands/Trader.jpg
169;Cache;Hinterlands;['Treasure'];$5;$3When you gain this, gain 2 Coppers.;;;;+$3;;;*2 Self?;;;False;False;True;card_pictures/Hinterlands/Cache.jpg
170;Cartographer;Hinterlands;['Action'];$5;+1 Card+1 ActionLook at the top 4 cards of your deck. Discard any number of them, then put the rest back in any order.;+1;+1;;;;;;;;False;False;True;card_pictures/Hinterlands/Cartographer.jpg
171;Embassy;Hinterlands;['Action'];$5;+5 CardsDiscard 3 cards.When you gain this, each other player gains a Silver.;;+5,-3;;;;;;;;False;False;True;card_pictures/Hinterlands/Embassy.jpg
172;Haggler;Hinterlands;['Action'];$5;+$2While you have this in play, when you buy a card, gain a cheaper non-Victory card.;;;;+$2;;;;X;;False;False;True;card_pictures/Hinterlands/Haggler.jpg
173;Highway;Hinterlands;['Action'];$5;+1 Card+1 ActionWhile this is in play, cards cost $1 less.;+1;+1;;R1;;;;;;False;False;True;card_pictures/Hinterlands/Highway.jpg
174;Ill-Gotten Gains;Hinterlands;['Treasure'];$5;$1You may gain a Copper to your hand.When you gain this, each other player gains a Curse.;;;;+$1;;;Self?*1;1?;;False;False;True;card_pictures/Hinterlands/Ill-Gotten_Gains.jpg
175;Inn;Hinterlands;['Action'];$5;+2 Cards+2 ActionsDiscard 2 cards.When you gain this, look through your discard pile, reveal any number of Action cards from it (which can include this), and shuffle them into your deck.;+2;+2,-2;;;;;;;;False;False;True;card_pictures/Hinterlands/Inn.jpg
176;Mandarin;Hinterlands;['Action'];$5;+$3Put a card from your hand onto your deck.When you gain this, put all Treasures you have in play onto your deck in any order.;;-1;;+$3;;;;;;False;False;True;card_pictures/Hinterlands/Mandarin.jpg
177;Margrave;Hinterlands;['Action', 'Attack'];$5;+3 Cards+1 BuyEach other player draws a card, then discards down to 3 cards in hand.;;+3;+1;;;;;;;False;False;True;card_pictures/Hinterlands/Margrave.jpg
178;Stables;Hinterlands;['Action'];$5;You may discard a Treasure, for +3 Cards and +1 Action.;+1?;-1?,+3?;;;;;;;;False;False;True;card_pictures/Hinterlands/Stables.jpg
179;Border Village;Hinterlands;['Action'];$6;+1 Card+2 ActionsWhen you gain this, gain a cheaper card.;+2;+1;;;;;;*1;;False;False;True;card_pictures/Hinterlands/Border_Village.jpg
180;Farmland;Hinterlands;['Victory'];$6;2VPWhen you buy this, trash a card from your hand and gain a card costing exactly $2 more than it.;;;;;*1;;;*1;2VP;False;False;True;card_pictures/Hinterlands/Farmland.jpg
181;Poor House;Dark Ages;['Action'];$1;+$4Reveal your hand. –$1 per Treasure card in your hand. (You can't go below $0.);;;;+$4, -$x;;;;;;False;False;True;card_pictures/Dark Ages/Poor_House.jpg
182;Beggar;Dark Ages;['Action', 'Reaction'];$2;Gain 3 Coppers to your hand.When another player plays an Attack card, you may first discard this to gain 2 Silvers, putting one onto your deck.;;;;(+$3?);;;3 Self;3*2;;False;False;True;card_pictures/Dark Ages/Beggar.jpg
183;Squire;Dark Ages;['Action'];$2;"+$1Choose one: +2 Actions; or +2 Buys; or gain a Silver.When you trash this, gain an Attack card.";+2?;;+2?;+$1;;;;1?*1;;False;False;True;card_pictures/Dark Ages/Squire.jpg
184;Vagrant;Dark Ages;['Action'];$2;+1 Card+1 ActionReveal the top card of your deck. If it’s a Curse, Ruins, Shelter, or Victory card, put it into your hand.;+1;+1, +1?;;;;;;;;False;False;True;card_pictures/Dark Ages/Vagrant.jpg
185;Forager;Dark Ages;['Action'];$3;+1 Action+1 BuyTrash a card from your hand, then +$1 per differently named Treasure in the trash.;+1;;+1;+$x;1;;;;;False;False;True;card_pictures/Dark Ages/Forager.jpg
186;Hermit;Dark Ages;['Action'];$3;Look through your discard pile. You may trash a non-Treasure card from your discard pile or hand. Gain a card costing up to $3.When you discard this from play, if you didn’t buy any cards this turn, trash this and gain a Madman from the Madman pile.;;;;;1?, *Self?;;;1, 1?;;False;False;True;card_pictures/Dark Ages/Hermit.jpg
187;Market Square;Dark Ages;['Action', 'Reaction'];$3;+1 Card+1 Action+1 BuyWhen one of your cards is trashed, you may discard this from your hand to gain a Gold.;+1;+1;+1;;;;;;;False;False;True;card_pictures/Dark Ages/Market_Square.jpg
188;Sage;Dark Ages;['Action'];$3;+1 ActionReveal cards from the top of your deck until you reveal one costing $3 or more. Put that card into your hand and discard the rest.;+1;+1;;;;;;;;False;False;True;card_pictures/Dark Ages/Sage.jpg
189;Storeroom;Dark Ages;['Action'];$3;+1 BuyDiscard any number of cards, then draw that many. Then discard any number of cards for +$1 each.;;-Y,+Y, -X;+1;+$x;;;;;;False;False;True;card_pictures/Dark Ages/Storeroom.jpg
190;Urchin;Dark Ages;['Action', 'Attack'];$3;+1 Card+1 ActionEach other player discards down to 4 cards in hand.When you play another Attack card with this in play, you may first trash this, to gain a Mercenary from the Mercenary pile.;+1;+1;;;Self?;;;1?;;False;False;True;card_pictures/Dark Ages/Urchin.jpg
191;Armory;Dark Ages;['Action'];$4;Gain a card onto your deck costing up to $4.;;;;;;;;1;;False;False;True;card_pictures/Dark Ages/Armory.jpg
192;Death Cart;Dark Ages;['Action', 'Looter'];$4;You may trash this or an Action card from your hand, for +$5.When you gain this, gain 2 Ruins.;;;;+$5;1 or Self?;;;;;False;False;True;card_pictures/Dark Ages/Death_Cart.jpg
193;Feodum;Dark Ages;['Victory'];$4;Worth 1VP per 3 Silvers you have (round down).When you trash this, gain 3 Silvers.;;;;;;;;*3;XVP;False;False;True;card_pictures/Dark Ages/Feodum.jpg
194;Fortress;Dark Ages;['Action'];$4;+1 Card+2 ActionsWhen you trash this, put it into your hand.;+2;+1*+Self;;;;;;;;False;False;True;card_pictures/Dark Ages/Fortress.jpg
195;Ironmonger;Dark Ages;['Action'];$4;"+1 Card+1 ActionReveal the top card of your deck; you may discard it. Either way, if it is an…Action card, +1 ActionTreasure card, +$1Victory card, +1 Card";+1, +1?;+1, +1?;;+$1?;;;;;;False;False;True;card_pictures/Dark Ages/Ironmonger.jpg
196;Marauder;Dark Ages;['Action', 'Attack', 'Looter'];$4;Gain a Spoils from the Spoils pile. Each other player gains a Ruins.;;;;;;;1;1;;False;False;True;card_pictures/Dark Ages/Marauder.jpg
197;Procession;Dark Ages;['Action'];$4;You may play a non-Duration Action card from your hand twice. Trash it. Gain an Action card costing exactly $1 more than it.;P2;;;;1?;;;1;;False;False;True;card_pictures/Dark Ages/Procession.jpg
198;Rats;Dark Ages;['Action'];$4;+1 Card+1 ActionGain a Rats. Trash a card from your hand other than a Rats (or reveal a hand of all Rats).When you trash this, +1 Card.;+1;+1*1;;;1;;;1;;False;False;True;card_pictures/Dark Ages/Rats.jpg
199;Scavenger;Dark Ages;['Action'];$4;+$2You may put your deck into your discard pile. Look through your discard pile and put one card from it onto your deck.;;;;+$2;;;;;;False;False;True;card_pictures/Dark Ages/Scavenger.jpg
200;Wandering Minstrel;Dark Ages;['Action'];$4;+1 Card+2 ActionsReveal the top 3 cards of your deck. Put the Action cards back in any order and discard the rest.;+2;+1;;;;;;;;False;False;True;card_pictures/Dark Ages/Wandering_Minstrel.jpg
201;Band of Misfits;Dark Ages;['Action', 'Command'];$5;Play a non-Command Action card from the Supply that costs less than this, leaving it there.;;;;;;;;;;False;False;True;card_pictures/Dark Ages/Band_of_Misfits.jpg
202;Bandit Camp;Dark Ages;['Action'];$5;+1 Card+2 ActionsGain a Spoils from the Spoils pile.;+2;+1;;;;;;1;;False;False;True;card_pictures/Dark Ages/Bandit_Camp.jpg
203;Catacombs;Dark Ages;['Action'];$5;"Look at the top 3 cards of your deck. Choose one: Put them into your hand; or discard them and +3 Cards.When you trash this, gain a cheaper card.";;+3;;;;;;;;False;False;True;card_pictures/Dark Ages/Catacombs.jpg
204;Count;Dark Ages;['Action'];$5;"Choose one: Discard 2 cards; or put a card from your hand onto your deck; or gain a Copper.Choose one: +$3; or trash your hand; or gain a Duchy.";;-1?, -2?;;+$3?;X?;;Self?;1?, 1?;(+3VP?);False;False;True;card_pictures/Dark Ages/Count.jpg
205;Counterfeit;Dark Ages;['Treasure'];$5;$1+1 BuyWhen you play this, you may play a Treasure from your hand twice. If you do, trash that Treasure.;;;+1;+$1;1?;;;;;False;False;True;card_pictures/Dark Ages/Counterfeit.jpg
206;Cultist;Dark Ages;['Action', 'Attack', 'Looter'];$5;+2 Cards. Each other player gains a Ruins. You may play a Cultist from your hand.When you trash this, +3 Cards.;P1?;+2;;;;;1;;;False;False;True;card_pictures/Dark Ages/Cultist.jpg
207;Graverobber;Dark Ages;['Action'];$5;"Choose one: Gain a card from the trash costing from $3 to $6, onto your deck; or trash an Action card from your hand and gain a card costing up to $3 more than it.";;;;;1?;;;1;;False;False;True;card_pictures/Dark Ages/Graverobber.jpg
208;Junk Dealer;Dark Ages;['Action'];$5;+1 Card+1 Action+$1.Trash a card from your hand.;+1;+1;;+$1;1;;;;;False;False;True;card_pictures/Dark Ages/Junk_Dealer.jpg
209;Mystic;Dark Ages;['Action'];$5;+1 Action+$2Name a card, then reveal the top card of your deck. If you named it, put it into your hand.;+1;+1?;;+$2;;;;;;False;False;True;card_pictures/Dark Ages/Mystic.jpg
210;Pillage;Dark Ages;['Action', 'Attack'];$5;Trash this. If you did, gain 2 Spoils, and each other player with 5 or more cards in hand reveals their hand and discards a card that you choose.;;;;;Self;;;2;;False;False;True;card_pictures/Dark Ages/Pillage.jpg
211;Rebuild;Dark Ages;['Action'];$5;+1 Action Name a card. Reveal cards from your deck until you reveal a Victory card you did not name. Discard the rest, trash the Victory card, and gain a Victory card costing up to $3 more than it.;+1;;;;1?;;;1?;;False;False;True;card_pictures/Dark Ages/Rebuild.jpg
212;Rogue;Dark Ages;['Action', 'Attack'];$5;+$2If there are any cards in the trash costing from $3 to $6, gain one of them. Otherwise, each other player reveals the top 2 cards of their deck, trashes one of them costing from $3 to $6, and discards the rest.;;;;+$2;;;;1?;;False;False;True;card_pictures/Dark Ages/Rogue.jpg
213;Altar;Dark Ages;['Action'];$6;Trash a card from your hand. Gain a card costing up to $5.;;;;;1;;;1;;False;False;True;card_pictures/Dark Ages/Altar.jpg
214;Hunting Grounds;Dark Ages;['Action'];$6;+4 CardsWhen you trash this, gain a Duchy or 3 Estates.;;+4;;;;;;;*(+3VP);False;False;True;card_pictures/Dark Ages/Hunting_Grounds.jpg
215;Abandoned Mine;Dark Ages;['Action', 'Ruins'];$0;+$1;;;;+$1;;;;;;False;False;False;card_pictures/Dark Ages/Abandoned_Mine.jpg
216;Ruined Library;Dark Ages;['Action', 'Ruins'];$0;+1 Card;;+1;;;;;;;;False;False;False;card_pictures/Dark Ages/Ruined_Library.jpg
217;Ruined Market;Dark Ages;['Action', 'Ruins'];$0;+1 Buy;;;+1;;;;;;;False;False;False;card_pictures/Dark Ages/Ruined_Market.jpg
218;Ruined Village;Dark Ages;['Action', 'Ruins'];$0;+1 Action;+1;;;;;;;;;False;False;False;card_pictures/Dark Ages/Ruined_Village.jpg
219;Survivors;Dark Ages;['Action', 'Ruins'];$0;Look at the top 2 cards of your deck. Discard them or put them back in any order.;;;;;;;;;;False;False;False;card_pictures/Dark Ages/Survivors.jpg
220;Dame Anna;Dark Ages;['Action', 'Attack', 'Knight'];$5;You may trash up to 2 cards from your hand. Each other player reveals the top 2 cards of their deck, trashes one of them costing from $3 to $6, and discards the rest. If a Knight is trashed by this, trash this.;;;;;0-2, Self?;;;;;False;False;False;card_pictures/Dark Ages/Dame_Anna.jpg
221;Dame Josephine;Dark Ages;['Action', 'Attack', 'Victory', 'Knight'];$5;Each other player reveals the top 2 cards of their deck, trashes one of them costing from $3 to $6, and discards the rest. If a Knight is trashed by this, trash this.2VP;;;;;Self?;;;;2VP;False;False;False;card_pictures/Dark Ages/Dame_Josephine.jpg
222;Dame Molly;Dark Ages;['Action', 'Attack', 'Knight'];$5;+2 ActionsEach other player discards the top 2 cards of their deck, trashes one of them costing from $3 to $6, and discards the rest. If a Knight is trashed by this, trash this.;+2;;;;Self?;;;;;False;False;False;card_pictures/Dark Ages/Dame_Molly.jpg
223;Dame Natalie;Dark Ages;['Action', 'Attack', 'Knight'];$5;You may gain a card costing up to $3. Each other player reveals the top 2 cards of their deck, trashes one of them costing from $3 to $6, and discards the rest. If a Knight is trashed by this, trash this.;;;;;Self?;;;1?;;False;False;False;card_pictures/Dark Ages/Dame_Natalie.jpg
224;Dame Sylvia;Dark Ages;['Action', 'Attack', 'Knight'];$5;+$2Each other player reveals the top 2 cards of their deck, trashes one of them costing from $3 to $6, and discards the rest. If a Knight is trashed by this, trash this.;;;;+$2;Self?;;;;;False;False;False;card_pictures/Dark Ages/Dame_Sylvia.jpg
225;Sir Bailey;Dark Ages;['Action', 'Attack', 'Knight'];$5;+1 Card+1 ActionEach other player reveals the top 2 cards of their deck, trashes one of them costing from $3 to $6, and discards the rest. If a Knight is trashed by this, trash this.;+1;+1;;;Self?;;;;;False;False;False;card_pictures/Dark Ages/Sir_Bailey.jpg
226;Sir Destry;Dark Ages;['Action', 'Attack', 'Knight'];$5;+2 CardsEach other player reveals the top 2 cards of their deck, trashes one of them costing from $3 to $6, and discards the rest. If a Knight is trashed by this, trash this.;;+2;;;Self?;;;;;False;False;False;card_pictures/Dark Ages/Sir_Destry.jpg
227;Sir Martin;Dark Ages;['Action', 'Attack', 'Knight'];$4;+2 BuysEach other player reveals the top 2 cards of their deck, trashes one of them costing from $3 to $6, and discards the rest. If a Knight is trashed by this, trash this.;;;+2;;Self?;;;;;False;False;False;card_pictures/Dark Ages/Sir_Martin.jpg
228;Sir Michael;Dark Ages;['Action', 'Attack', 'Knight'];$5;Each other player discards down to 3 cards in hand. Each other player reveals the top 2 cards of their deck, trashes one of them costing from $3 to $6, and discards the rest. If a Knight is trashed by this, trash this.;;;;;Self?;;;;;False;False;False;card_pictures/Dark Ages/Sir_Michael.jpg
229;Sir Vander;Dark Ages;['Action', 'Attack', 'Knight'];$5;Each other player reveals the top 2 cards of their deck, trashes one of them costing from $3 to $6, and discards the rest. If a Knight is trashed by this, trash this.When you trash this, gain a Gold.;;;;;Self?;;;*1;;False;False;False;card_pictures/Dark Ages/Sir_Vander.jpg
230;Madman;Dark Ages;['Action'];$0*;+2 ActionsReturn this to the Madman pile. If you do, +1 Card per card in your hand.(This is not in the Supply.);+2;+X;;;Self;;;;;False;False;False;card_pictures/Dark Ages/Madman.jpg
231;Mercenary;Dark Ages;['Action', 'Attack'];$0*;You may trash 2 cards from your hand. If you did, +2 Cards, + $2, and each other player discards down to 3 cards in hand.(This is not in the Supply.);;+2?;;+$2?;2?;;;;;False;False;False;card_pictures/Dark Ages/Mercenary.jpg
232;Spoils;Dark Ages;['Treasure'];$0*;$3When you play this, return it to the Spoils pile.(This is not in the Supply.);;;;+$3;Self;;;;;False;False;False;card_pictures/Dark Ages/Spoils.jpg
233;Hovel;Dark Ages;['Reaction', 'Shelter'];$1;When you buy a Victory card, you may trash this from your hand.;;;;;;;;;;False;False;False;card_pictures/Dark Ages/Hovel.jpg
234;Necropolis;Dark Ages;['Action', 'Shelter'];$1;+2 Actions;+2;;;;;;;;;False;False;False;card_pictures/Dark Ages/Necropolis.jpg
235;Overgrown Estate;Dark Ages;['Victory', 'Shelter'];$1;0VPWhen you trash this, +1 Card.;;*+1;;;;;;;;False;False;False;card_pictures/Dark Ages/Overgrown_Estate.jpg
236;Candlestick Maker;Guilds;['Action'];$2;+1 Action+1 Buy+1 Coffers;+1;;+1;+1;;;;;;False;False;True;card_pictures/Guilds/Candlestick_Maker.jpg
237;Stonemason;Guilds;['Action'];$2+;Trash a card from your hand. Gain 2 cards each costing less than it.When you buy this, you may overpay for it. If you do, gain 2 Action cards each costing the amount you overpaid.;;;;;1;;;2*2?;;False;False;True;card_pictures/Guilds/Stonemason.jpg
238;Doctor;Guilds;['Action'];$3+;"Name a card. Reveal the top 3 cards of your deck. Trash the matches. Put the rest back in any order.When you buy this, you may overpay for it. For each $1 you overpaid, look at the top card of your deck; trash it, discard it, or put it back.";;;;;0-3*X;;;;;False;False;True;card_pictures/Guilds/Doctor.jpg
239;Masterpiece;Guilds;['Treasure'];$3+;$1When you buy this, you may overpay for it. For each $1 you overpaid, gain a Silver.;;;;+$1;;;;*X;;False;False;True;card_pictures/Guilds/Masterpiece.jpg
240;Advisor;Guilds;['Action'];$4;+1 ActionReveal the top 3 cards of your deck. The player to your left chooses one of them. Discard that card and put the rest into your hand.;+1;+2;;;;;;;;False;False;True;card_pictures/Guilds/Advisor.jpg
241;Herald;Guilds;['Action'];$4+;+1 Card+1 ActionReveal the top card of your deck. If it's an Action, play it.When you buy this, you may overpay for it. For each $1 you overpaid, look through your discard pile and put a card from it onto your deck.;+1, P1?;+1, P1?;;;;;;;;False;False;True;card_pictures/Guilds/Herald.jpg
242;Plaza;Guilds;['Action'];$4;+1 Card+2 ActionsYou may discard a Treasure for +1 Coffers.;+2;+1, -1?;;+1?;;;;;;False;False;True;card_pictures/Guilds/Plaza.jpg
243;Taxman;Guilds;['Action', 'Attack'];$4;You may trash a Treasure from your hand. Each other player with 5 or more cards in hand discards a copy of it (or reveals they can't). Gain a Treasure onto your deck costing up to $3 more than it.;;;;;1?;;;1?;;False;False;True;card_pictures/Guilds/Taxman.jpg
244;Baker;Guilds;['Action'];$5;+1 Card+1 Action+1 CoffersSetup: Each player gets +1 Coffers.;+1;+1;;+1;;;;;;False;False;True;card_pictures/Guilds/Baker.jpg
245;Butcher;Guilds;['Action'];$5;+2 CoffersYou may trash a card from your hand. If you do, remove any number of tokens from your Coffers and gain a card, costing up to the cost of the trashed card plus $1 per token removed.;;;;+2, -X;1?;;1?;;;False;False;True;card_pictures/Guilds/Butcher.jpg
246;Journeyman;Guilds;['Action'];$5;Name a card. Reveal cards from your deck until you reveal 3 cards without that name. Put those cards into your hand and discard the rest.;;+3;;;;;;;;False;False;True;card_pictures/Guilds/Journeyman.jpg
247;Merchant Guild;Guilds;['Action'];$5;+1 Buy+$1While this is in play, when you buy a card, +1 Coffers.;;;+1;+$1*+X;;;;;;False;False;True;card_pictures/Guilds/Merchant_Guild.jpg
248;Soothsayer;Guilds;['Action', 'Attack'];$5;Gain a Gold. Each other player gains a Curse, and if they did, draws a card.;;;;;;;1;1;;False;False;True;card_pictures/Guilds/Soothsayer.jpg
249;Coin of the Realm;Adventures;['Treasure', 'Reserve'];$2;$1When you play this, put it on your Tavern mat.Directly after you finish playing an Action card, you may call this, for +2 Actions.;C+2;;;+$1;;;;;;False;False;True;card_pictures/Adventures/Coin_of_the_Realm.jpg
250;Page;Adventures;['Action', 'Traveller'];$2;+1 Card+1 ActionWhen you discard this from play, you may exchange it for a Treasure Hunter.;+1;+1;;;Self?;;;;;False;False;True;card_pictures/Adventures/Page.jpg
251;Peasant;Adventures;['Action', 'Traveller'];$2;+1 Buy+$1When you discard this from play, you may exchange it for a Soldier.;;;+1;+$1;Self?;;;;;False;False;True;card_pictures/Adventures/Peasant.jpg
252;Ratcatcher;Adventures;['Action', 'Reserve'];$2;+1 Card+1 ActionPut this on your Tavern mat.At the start of your turn, you may call this, to trash a card from your hand.;+1;+1;;;C1;;;;;False;False;True;card_pictures/Adventures/Ratcatcher.jpg
253;Raze;Adventures;['Action'];$2;+1 ActionTrash this or a card from your hand. Look at one card from the top of your deck per $1 the trashed card costs. Put one of them into your hand and discard the rest.;+1;+1?;;;1 or Self;;;;;False;False;True;card_pictures/Adventures/Raze.jpg
254;Amulet;Adventures;['Action', 'Duration'];$3;"Now and at the start of your next turn, choose one: +$1; or trash a card from your hand; or gain a Silver.";;;;+$1?, N +$1?;1?, N 1?;;;1?, N 1?;;False;False;True;card_pictures/Adventures/Amulet.jpg
255;Caravan Guard;Adventures;['Action', 'Duration', 'Reaction'];$3;+1 Card+1 ActionAt the start of your next turn, +$1.When another player plays an Attack card, you may first play this from your hand.(+1 Action has no effect if it's not your turn.);+1;+1;;N +$1;;;;;;False;False;True;card_pictures/Adventures/Caravan_Guard.jpg
256;Dungeon;Adventures;['Action', 'Duration'];$3;+1 ActionNow and at the start of your next turn: +2 Cards, then discard 2 cards.;+1;+2,-2, N +2, N -1;;;;;;;;False;False;True;card_pictures/Adventures/Dungeon.jpg
257;Gear;Adventures;['Action', 'Duration'];$3;+2 CardsSet aside up to 2 cards from your hand face down (under this). At the start of your next turn, put them into your hand.;;+2, -0-2(X), N +X;;;;;;;;False;False;True;card_pictures/Adventures/Gear.jpg
