Name;Expansion;Types;Cost;Text;Actions / Villagers;Cards;Buys;Coins / Coffers;Trash / Return;Exile;Junk;Gain;Victory Points;ImagePath;IsLandscape;IsOtherThing;IsInSupply;ParentPile;IsExtendedLandscape;IsPartOfSplitPile;IsRealSupplyCard;village_quality;draw_quality;thinning_quality;gain_quality;attack_quality;altvp_quality;interactivity_quality;village_types;draw_types;thinning_types;gain_types;attack_types;altvp_types;CardAmount;WikiLink;Extra Components;has_extra_components
Forge;Prosperity;['Action'];$7;Trash any number of cards from your hand. Gain a card with cost exactly equal to the total cost in $ of the trashed cards.;;;;;X;;;1;;Prosperity/Forge.jpg;False;False;True;;False;False;True;0;0;2;1;0;0;0;[];[];['Any', 'Remodel*'];['Remodel*'];[];[];10;https://wiki.dominionstrategy.com/index.php/Forge;['Trash mat'];True
King's Court;Prosperity;['Action'];$7;You may play an Action card from your hand three times.;P3?;;;;;;;;;Prosperity/King's_Court.jpg;False;False;True;;False;False;True;3;1;0;0;0;0;0;['Throne'];['Special'];[];[];[];[];10;https://wiki.dominionstrategy.com/index.php/King's_Court;[];False
Peddler;Prosperity;['Action'];$8*;+1 Card +1 Action +$1During a player's Buy phase, this costs $2 less per Action card they have in play.;+1;+1;;+$1, RXself;;;;;;Prosperity/Peddler.jpg;False;False;True;;False;False;True;0;0;0;0;0;0;0;[];[];[];[];[];[];10;https://wiki.dominionstrategy.com/index.php/Peddler;[];False
Platinum;Prosperity;['Treasure'];$9;$5;;;;+$5;;;;;;Prosperity/Platinum.jpg;False;False;False;;False;False;False;0;0;0;0;0;0;0;[];[];[];[];[];[];12;https://wiki.dominionstrategy.com/index.php/Platinum;[];False
Colony;Prosperity;['Victory'];$11;10;;;;;;;;;10;Prosperity/Colony.jpg;False;False;False;;False;False;False;0;0;0;0;0;3;0;[];[];[];[];[];['Plain'];8*;https://wiki.dominionstrategy.com/index.php/Colony;[];False
Hamlet;Cornucopia;['Action'];$2;+1 Card +1 Action You may discard a card for +1 Action. You may discard a card for +1 Buy.;+1, !+1;+1, -2?;!+1;;;;;;;Cornucopia/Hamlet.jpg;False;False;True;;False;False;True;2;0;0;2;0;0;0;['Handsize-decreasing'];[];[];['Buys'];[];[];10;https://wiki.dominionstrategy.com/index.php/Hamlet;[];False
Fortune Teller;Cornucopia, 1E;['Action', 'Attack'];$3;+$2 Each other player reveals cards from the top of their deck until they reveal a Victory card or a Curse. They put it on top and discard the rest.;;;;+$2;;;;;;Cornucopia_1E/Fortune_Teller.jpg;False;False;True;;False;False;True;0;0;0;0;1;0;2;[];[];[];[];['Deck order'];[];10;https://wiki.dominionstrategy.com/index.php/Fortune_Teller;[];False
Menagerie;Cornucopia;['Action'];$3;+1 Action Reveal your hand. If the revealed cards all have different names, +3 Cards. Otherwise, +1 Card.;+1;+1, !+2;;;;;;;;Cornucopia/Menagerie.jpg;False;False;True;;False;False;True;0;2;0;0;0;0;0;[];['Lab'];[];[];[];[];10;https://wiki.dominionstrategy.com/index.php/Menagerie;[];False
Farming Village;Cornucopia, 1E;['Action'];$4;+2 Actions Reveal cards from your deck until you reveal a Treasure or Action card. Put that card into your hand and discard the rest.;+2;+1;;;;;;;;Cornucopia_1E/Farming_Village.jpg;False;False;True;;False;False;True;2;0;0;0;0;0;0;['Handsize-neutral'];[];[];[];[];[];10;https://wiki.dominionstrategy.com/index.php/Farming_Village;[];False
Horse Traders;Cornucopia, 1E;['Action', 'Reaction'];$4;+1 Buy +$3 Discard 2 cards.When another player plays an Attack card, you may first set this aside from your hand. If you do, then at the start of your next turn, +1 Card and return this to your hand.;;-2 *N +1;+1;+$3;;;;;;Cornucopia_1E/Horse_Traders.jpg;False;False;True;;False;False;True;0;0;0;2;0;0;2;[];[];[];['Buys'];[];[];10;https://wiki.dominionstrategy.com/index.php/Horse_Traders;[];False
Remake;Cornucopia;['Action'];$4;Do this twice: Trash a card from your hand, then gain a card costing exactly $1 more than it.;;;;;2;;;2;;Cornucopia/Remake.jpg;False;False;True;;False;False;True;0;0;2;1;0;0;0;[];[];['Any', 'Remodel'];['Remodel*'];[];[];10;https://wiki.dominionstrategy.com/index.php/Remake;['Trash mat'];True
Tournament;Cornucopia, 1E;['Action'];$4;+1 Action Each player may reveal a Province from their hand. If you do, discard it and gain any Prize (from the Prize pile) or a Duchy, onto your deck. If no-one else does, +1 Card and +$1.;+1;!+1;;!+$1;;;;!1;!(3 ?);Cornucopia_1E/Tournament.jpg;False;False;True;;False;False;True;0;0;0;1;0;0;2;[];[];[];['Specific', 'Buys*'];[];[];10;https://wiki.dominionstrategy.com/index.php/Tournament;['Prizes'];True
Young Witch;Cornucopia;['Action', 'Attack'];$4;+2 Cards Discard 2 cards. Each other player gains a Curse unless they reveal a Bane from their hand.Setup: Add an extra Kingdom card pile costing $2 or $3 to the Supply. Its cards are Banes.;;+2, -2;;;;;!1;;;Cornucopia/Young_Witch.jpg;False;False;True;;False;False;True;0;0;0;0;1;1;3;[];[];[];[];['Junking', 'Scoring'];['Cursing'];10;https://wiki.dominionstrategy.com/index.php/Young_Witch;['Bane indicator'];True
Harvest;Cornucopia, 1E;['Action'];$5;Reveal the top 4 cards of your deck, then discard them. +$1 per differently named card revealed.;;;;+$X;;;;;;Cornucopia_1E/Harvest.jpg;False;False;True;;False;False;True;0;0;0;0;0;0;0;[];[];[];[];[];[];10;https://wiki.dominionstrategy.com/index.php/Harvest;[];False
Horn of Plenty;Cornucopia;['Treasure'];$5;Gain a card costing up to $1 per differently named card you have in play (counting this). If it's a Victory card, trash this.;;;;;Self?;;;1;;Cornucopia/Horn_of_Plenty.jpg;False;False;True;;False;False;True;0;0;0;3;0;0;0;[];[];[];['Workshop+'];[];[];10;https://wiki.dominionstrategy.com/index.php/Horn_of_Plenty;[];False
Hunting Party;Cornucopia;['Action'];$5;+1 Card +1 Action Reveal your hand. Reveal cards from your deck until you reveal a card that isn’t a copy of one in your hand. Put it into your hand and discard the rest.;+1;+2;;;;;;;;Cornucopia/Hunting_Party.jpg;False;False;True;;False;False;True;0;2;0;0;0;0;0;[];['Lab'];[];[];[];[];10;https://wiki.dominionstrategy.com/index.php/Hunting_Party;[];False
Jester;Cornucopia;['Action', 'Attack'];$5;"+$2 Each other player discards the top card of their deck. If it’s a Victory card they gain a Curse; otherwise they gain a copy of the discarded card or you do, your choice.";;;;+$2;;;!1?;!1?;;Cornucopia/Jester.jpg;False;False;True;;False;False;True;0;0;0;1;2;1;3;[];[];[];['Specific'];['Junking', 'Deck order', 'Scoring'];['Cursing'];10;https://wiki.dominionstrategy.com/index.php/Jester;[];False
Fairgrounds;Cornucopia;['Victory'];$6;Worth 2 per 5 differently named cards you have (round down).;;;;;;;;;X;Cornucopia/Fairgrounds.jpg;False;False;True;;False;False;True;0;0;0;0;0;2;0;[];[];[];[];[];['Scaling'];8*;https://wiki.dominionstrategy.com/index.php/Fairgrounds;[];False
Bag of Gold;Cornucopia, 1E;['Action', 'Prize'];$0*;+1 Action Gain a Gold onto your deck. (This is not in the Supply.);+1;;;;;;;1;;Cornucopia_1E/Bag_of_Gold.jpg;False;False;False;;False;False;False;0;0;0;1;0;0;0;[];[];[];['Specific'];[];[];1;https://wiki.dominionstrategy.com/index.php/Bag_of_Gold;[];False
Diadem;Cornucopia, 1E;['Treasure', 'Prize'];$0*;$2 +$1 per unused Action you have (Action, not Action card). (This is not in the Supply.);;;;+$2, +$X;;;;;;Cornucopia_1E/Diadem.jpg;False;False;False;;False;False;False;0;0;0;0;0;0;0;[];[];[];[];[];[];1;https://wiki.dominionstrategy.com/index.php/Diadem;[];False
Followers;Cornucopia, 1E;['Action', 'Attack', 'Prize'];$0*;+2 Cards Gain an Estate. Each other player gains a Curse and discards down to 3 cards in hand. (This is not in the Supply.);;+2;;;;;1;1;(1 );Cornucopia_1E/Followers.jpg;False;False;False;;False;False;False;0;2;0;1;3;1;2;[];['Moat'];[];['Specific'];['Handsize', 'Scoring'];['Cursing'];1;https://wiki.dominionstrategy.com/index.php/Followers;[];False
Princess;Cornucopia, 1E;['Action', 'Prize'];$0*;+1 Buy This turn, cards cost $2 less. (This is not in the Supply.);;;+1;R2;;;;;;Cornucopia_1E/Princess.jpg;False;False;False;;False;False;False;0;0;0;2;0;0;0;[];[];[];['Buys'];[];[];1;https://wiki.dominionstrategy.com/index.php/Princess;[];False
Trusty Steed;Cornucopia, 1E;['Action', 'Prize'];$0*;"Choose two: +2 Cards; or +2 Actions; or +$2; or gain 4 Silvers and put your deck into your discard pile. The choices must be different. (This is not in the Supply.)";+2?;+2?;;+$2?;;;;4?;;Cornucopia_1E/Trusty_Steed.jpg;False;False;False;;False;False;False;2;2;0;1;0;0;0;['Handsize-neutral'];['Lab'];[];['Specific'];[];[];1;https://wiki.dominionstrategy.com/index.php/Trusty_Steed;[];False
Crossroads;Hinterlands;['Action'];$2;Reveal your hand. +1 Card per Victory card revealed. If this is the first time you played a Crossroads this turn, +3 Actions.;!+3;+X;;;;;;;;Hinterlands/Crossroads.jpg;False;False;True;;False;False;True;2;1;0;0;0;0;0;['Single+'];['Special'];[];[];[];[];10;https://wiki.dominionstrategy.com/index.php/Crossroads;[];False
Duchess;Hinterlands, 1E;['Action'];$2;+$2. Each player (including you) looks at the top card of their deck and may discard it.In games using this, when you gain a Duchy, you may gain a Duchess.;;;;+$2;;;;**Self;;Hinterlands_1E/Duchess.jpg;False;False;True;;False;False;True;0;0;0;1;0;0;0;[];[];[];['Specific'];[];[];10;https://wiki.dominionstrategy.com/index.php/Duchess;[];False
Fool's Gold;Hinterlands;['Treasure', 'Reaction'];$2;If this is the first time you played a Fool's Gold this turn, +$1, otherwise +$4.When another player gains a Province, you may trash this from your hand, to gain a Gold onto your deck.;;;;+$1, !+$3;**Self;;;**1;;Hinterlands/Fool's_Gold.jpg;False;False;True;;False;False;True;0;0;0;0;0;0;1;[];[];[];[];[];[];10;https://wiki.dominionstrategy.com/index.php/Fool's_Gold;[];False
Develop;Hinterlands;['Action'];$3;Trash a card from your hand. Gain two cards onto your deck, with one costing exactly $1 more than it, and one costing exactly $1 less than it, in either order.;;;;;1;;;2;;Hinterlands/Develop.jpg;False;False;True;;False;False;True;0;0;1;2;0;0;0;[];[];['Any', 'Remodel'];['Remodel*'];[];[];10;https://wiki.dominionstrategy.com/index.php/Develop;['Trash mat'];True
Guard Dog;Hinterlands, 2E;['Action', 'Reaction'];$3;+2 Cards If you have 5 or fewer cards in hand, +2 Cards.When another player plays an Attack, you may first play this from your hand.;**Pself;+2, !+2;;;;;;;;Hinterlands_2E/Guard_Dog.jpg;False;False;True;;False;False;True;0;1;0;0;0;0;1;[];['Moat', 'Smithy*'];[];[];[];[];10;https://wiki.dominionstrategy.com/index.php/Guard_Dog;[];False
Oasis;Hinterlands;['Action'];$3;+1 Card +1 Action +$1 Discard a card.;+1;+1, -1;;+$1;;;;;;Hinterlands/Oasis.jpg;False;False;True;;False;False;True;0;0;0;0;0;0;0;[];[];[];[];[];[];10;https://wiki.dominionstrategy.com/index.php/Oasis;[];False
Oracle;Hinterlands, 1E;['Action', 'Attack'];$3;Each player (including you) reveals the top 2 cards of their deck, and discards them or puts them back, your choice (they choose the order). Then, +2 Cards.;;+2;;;;;;;;Hinterlands_1E/Oracle.jpg;False;False;True;;False;False;True;0;1;0;0;1;0;2;[];['Moat'];[];[];['Deck order'];[];10;https://wiki.dominionstrategy.com/index.php/Oracle;[];False
Scheme;Hinterlands;['Action'];$3;+1 Card +1 Action This turn, you may put one of your Action cards onto your deck when you discard it from play.;+1;+1;;;;;;;;Hinterlands/Scheme.jpg;False;False;True;;False;False;True;0;0;0;0;0;0;0;[];[];[];[];[];[];10;https://wiki.dominionstrategy.com/index.php/Scheme;[];False
Tunnel;Hinterlands;['Victory', 'Reaction'];$3;2 When you discard this other than during Clean-up, you may reveal it to gain a Gold.;;;;;;;;!1;2;Hinterlands/Tunnel.jpg;False;False;True;;False;False;True;0;0;0;1;0;2;0;[];[];[];['Specific*'];[];['Plain'];8*;https://wiki.dominionstrategy.com/index.php/Tunnel;[];False
Jack of All Trades;Hinterlands;['Action'];$4;"Gain a Silver. Look at the top card of your deck; you may discard it. Draw until you have 5 cards in hand. You may trash a non-Treasure card from your hand.";;=5;;;1?;;;1;;Hinterlands/Jack_of_All_Trades.jpg;False;False;True;;False;False;True;0;1;1;1;0;0;0;[];['DTX'];['Non-Treasure', 'Remodel*'];['Specific'];[];[];10;https://wiki.dominionstrategy.com/index.php/Jack_of_All_Trades;['Trash mat'];True
Noble Brigand;Hinterlands, 1E;['Action', 'Attack'];$4;+$1 Each other player reveals the top 2 cards of their deck, trashes a revealed Silver or Gold you choose, discards the rest, and gains a Copper if they didn't reveal a Treasure. You gain the trashed cards.When you buy this, do its attack.;;;;+$1;;;1? *1?;X *X;;Hinterlands_1E/Noble_Brigand.jpg;False;False;True;;False;False;True;0;0;0;1;1;0;2;[];[];[];['Remodel*'];['Trashing', 'Junking', 'Deck order'];[];10;https://wiki.dominionstrategy.com/index.php/Noble_Brigand;[];False
Nomad Camp;Hinterlands, 1E;['Action'];$4;+1 Buy +$2This is gained onto your deck (instead of to your discard pile).;;;+1;+$2;;;;;;Hinterlands_1E/Nomad_Camp.jpg;False;False;True;;False;False;True;0;0;0;2;0;0;0;[];[];[];['Buys'];[];[];10;https://wiki.dominionstrategy.com/index.php/Nomad_Camp;[];False
Nomads;Hinterlands, 2E;['Action'];$4;+1 Buy +$2When you gain or trash this, +$2.;;;+1;+$2 *+$2;;;;;;Hinterlands_2E/Nomads.jpg;False;False;True;;False;False;True;0;0;0;2;0;0;0;[];[];[];['Buys'];[];[];10;https://wiki.dominionstrategy.com/index.php/Nomads;[];False
Silk Road;Hinterlands, 1E;['Victory'];$4;Worth 1 for every 4 Victory cards you have (round down).;;;;;;;;;X;Hinterlands_1E/Silk_Road.jpg;False;False;True;;False;False;True;0;0;0;0;0;2;0;[];[];[];[];[];['Scaling'];8*;https://wiki.dominionstrategy.com/index.php/Silk_Road;[];False
Spice Merchant;Hinterlands;['Action'];$4;"You may trash a Treasure from your hand to choose one: +2 Cards and +1 Action; or +1 Buy and +$2.";!+1?;!+2?;!+1?;!+$2?;1?;;;;;Hinterlands/Spice_Merchant.jpg;False;False;True;;False;False;True;0;0;2;1;0;0;0;[];[];['Treasure'];['Buys*'];[];[];10;https://wiki.dominionstrategy.com/index.php/Spice_Merchant;['Trash mat'];True
Trader;Hinterlands;['Action', 'Reaction'];$4;Trash a card from your hand. Gain a Silver per $1 it costs.When you gain a card, you may reveal this from your hand, to exchange the card for a Silver.;;;;;1;;;X;;Hinterlands/Trader.jpg;False;False;True;;False;False;True;0;0;2;1;0;0;1;[];[];['Any'];['Specific'];[];[];10;https://wiki.dominionstrategy.com/index.php/Trader;['Trash mat'];True
Trail;Hinterlands, 2E;['Action', 'Reaction'];$4;+1 Card +1 ActionWhen you gain, trash, or discard this, other than in Clean-up, you may play it.;+1 *Pself;+1;;;;;;;;Hinterlands_2E/Trail.jpg;False;False;True;;False;False;True;2;1;0;0;0;0;1;['Special', 'On-gain'];['Special'];[];[];[];[];10;https://wiki.dominionstrategy.com/index.php/Trail;[];False
Weaver;Hinterlands, 2E;['Action', 'Reaction'];$4;Gain two Silvers or a card costing up to $4.When you discard this other than in Clean-up, you may play it.;*Pself;;;;;;;1-2?;;Hinterlands_2E/Weaver.jpg;False;False;True;;False;False;True;0;0;0;2;0;0;1;[];[];[];['Workshop', 'Specific'];[];[];10;https://wiki.dominionstrategy.com/index.php/Weaver;[];False
Berserker;Hinterlands, 2E;['Action', 'Attack'];$5;Gain a card costing less than this. Each other player discards down to 3 cards in hand.When you gain this, if you have an Action in play, play this.;*Pself;;;;;;;1;;Hinterlands_2E/Berserker.jpg;False;False;True;;False;False;True;0;0;0;2;3;0;2;[];[];[];['Workshop'];['Handsize'];[];10;https://wiki.dominionstrategy.com/index.php/Berserker;[];False
Cache;Hinterlands, 1E;['Treasure'];$5;$3When you gain this, gain 2 Coppers.;;;;+$3;;;2Self;2;;Hinterlands_1E/Cache.jpg;False;False;True;;False;False;True;0;0;0;1;0;0;0;[];[];[];['Specific'];[];[];10;https://wiki.dominionstrategy.com/index.php/Cache;[];False
Cartographer;Hinterlands;['Action'];$5;+1 Card +1 Action Look at the top 4 cards of your deck. Discard any number of them, then put the rest back in any order.;+1;+1;;;;;;;;Hinterlands/Cartographer.jpg;False;False;True;;False;False;True;0;0;0;0;0;0;0;[];[];[];[];[];[];10;https://wiki.dominionstrategy.com/index.php/Cartographer;[];False
Cauldron;Hinterlands, 2E;['Treasure', 'Attack'];$5;$2 +1 Buy The third time you gain an Action this turn, each other player gains a Curse.;;;+1;+$2;;;!1;;;Hinterlands_2E/Cauldron.jpg;False;False;True;;False;False;True;0;0;0;2;2;1;2;[];[];[];['Buys'];['Junking', 'Scoring'];['Cursing'];10;https://wiki.dominionstrategy.com/index.php/Cauldron;[];False
Embassy;Hinterlands, 1E;['Action'];$5;+5 Cards Discard 3 cards.When you gain this, each other player gains a Silver.;;+5, -3;;;;;;;;Hinterlands_1E/Embassy.jpg;False;False;True;;False;False;True;0;1;0;0;0;0;1;[];['Moat'];[];[];[];[];10;https://wiki.dominionstrategy.com/index.php/Embassy;[];False
Haggler;Hinterlands;['Action'];$5;+$2 This turn, when you gain a card, if you bought it, gain a cheaper non-Victory card.;;;;+$2;;;;X;;Hinterlands/Haggler.jpg;False;False;True;;False;False;True;0;0;0;2;0;0;0;[];[];[];['Haggling'];[];[];10;https://wiki.dominionstrategy.com/index.php/Haggler;[];False
Highway;Hinterlands;['Action'];$5;+1 Card +1 Action This turn, cards cost $1 less.;+1;+1;;R1;;;;;;Hinterlands/Highway.jpg;False;False;True;;False;False;True;0;0;0;0;0;0;0;[];[];[];[];[];[];10;https://wiki.dominionstrategy.com/index.php/Highway;[];False
Ill-Gotten Gains;Hinterlands, 1E;['Treasure'];$5;$1 You may gain a Copper to your hand.When you gain this, each other player gains a Curse.;;(+1)?;;+$1;;;Self? *1;1?;;Hinterlands_1E/Ill-Gotten_Gains.jpg;False;False;True;;False;False;True;0;0;0;1;2;1;2;[];[];[];['Specific'];['Indirect', 'Junking', 'Scoring'];['Cursing'];10;https://wiki.dominionstrategy.com/index.php/Ill-Gotten_Gains;[];False
Inn;Hinterlands;['Action'];$5;+2 Cards +2 Actions Discard 2 cards.When you gain this, reveal any number of Action cards from your discard pile and shuffle them into your deck.;+2;+2, -2;;;;;;;;Hinterlands/Inn.jpg;False;False;True;;False;False;True;1;0;0;0;0;0;0;['Handsize-decreasing'];[];[];[];[];[];10;https://wiki.dominionstrategy.com/index.php/Inn;[];False
Mandarin;Hinterlands, 1E;['Action'];$5;+$3 Put a card from your hand onto your deck.When you gain this, put all Treasures you have in play onto your deck in any order.;;-1;;+$3;;;;;;Hinterlands_1E/Mandarin.jpg;False;False;True;;False;False;True;0;0;0;0;0;0;0;[];[];[];[];[];[];10;https://wiki.dominionstrategy.com/index.php/Mandarin;[];False
Margrave;Hinterlands;['Action', 'Attack'];$5;+3 Cards +1 Buy Each other player draws a card, then discards down to 3 cards in hand.;;+3;+1;;;;;;;Hinterlands/Margrave.jpg;False;False;True;;False;False;True;0;2;0;2;2;0;2;[];['Smithy'];[];['Buys'];['Handsize'];[];10;https://wiki.dominionstrategy.com/index.php/Margrave;[];False
Souk;Hinterlands, 2E;['Action'];$5;+1 Buy +$7 –$1 per card in your hand (you can't go below $0).When you gain this, trash up to 2 cards from your hand.;;;+1;+$7, -$X;*0-2?;;;;;Hinterlands_2E/Souk.jpg;False;False;True;;False;False;True;0;0;1;2;0;0;0;[];[];['Any'];['Buys'];[];[];10;https://wiki.dominionstrategy.com/index.php/Souk;['Trash mat'];True
Stables;Hinterlands;['Action'];$5;You may discard a Treasure, for +3 Cards and +1 Action.;!+1;-1?, !+3;;;;;;;;Hinterlands/Stables.jpg;False;False;True;;False;False;True;0;2;0;0;0;0;0;[];['Lab'];[];[];[];[];10;https://wiki.dominionstrategy.com/index.php/Stables;[];False
Wheelwright;Hinterlands, 2E;['Action'];$5;+1 Card +1 Action You may discard a card to gain an Action card costing as much as it or less.;+1;+1, -1?;;;;;;!1;;Hinterlands_2E/Wheelwright.jpg;False;False;True;;False;False;True;0;0;0;2;0;0;0;[];[];[];['Workshop+*'];[];[];10;https://wiki.dominionstrategy.com/index.php/Wheelwright;[];False
Witch's Hut;Hinterlands, 2E;['Action', 'Attack'];$5;+4 Cards Discard 2 cards, revealed. If they're both Actions, each other player gains a Curse.;;+4, -2;;;;;!1;;;Hinterlands_2E/Witch's_Hut.jpg;False;False;True;;False;False;True;0;2;0;0;2;1;2;[];['Moat'];[];[];['Junking', 'Scoring'];['Cursing'];10;https://wiki.dominionstrategy.com/index.php/Witch's_Hut;[];False
Border Village;Hinterlands;['Action'];$6;+1 Card +2 ActionsWhen you gain this, gain a cheaper card.;+2;+1;;;;;;*1;;Hinterlands/Border_Village.jpg;False;False;True;;False;False;True;2;0;0;1;0;0;0;['Handsize-neutral'];[];[];['Haggling'];[];[];10;https://wiki.dominionstrategy.com/index.php/Border_Village;[];False
Farmland;Hinterlands;['Victory'];$6;2 When you gain this, trash a card from your hand and gain a non-Farmland card costing exactly $2 more than it.;;;;;*1;;;*1;2;Hinterlands/Farmland.jpg;False;False;True;;False;False;True;0;0;1;1;0;2;0;[];[];['Any', 'Remodel'];['Remodel*'];[];['Plain'];8*;https://wiki.dominionstrategy.com/index.php/Farmland;['Trash mat'];True
Poor House;Dark Ages;['Action'];$1;+$4 Reveal your hand. –$1 per Treasure card in your hand. (You can't go below $0.);;;;+$4, -$X;;;;;;Dark Ages/Poor_House.jpg;False;False;True;;False;False;True;0;0;0;0;0;0;0;[];[];[];[];[];[];10;https://wiki.dominionstrategy.com/index.php/Poor_House;[];False
Beggar;Dark Ages;['Action', 'Reaction'];$2;Gain 3 Coppers to your hand.When another player plays an Attack card, you may first discard this to gain 2 Silvers, putting one onto your deck.;;(+3);;(+$3);;;3Self;3 *2;;Dark Ages/Beggar.jpg;False;False;True;;False;False;True;0;0;0;1;0;0;2;[];[];[];['Specific'];[];[];10;https://wiki.dominionstrategy.com/index.php/Beggar;[];False
Squire;Dark Ages;['Action'];$2;"+$1 Choose one: +2 Actions; or +2 Buys; or gain a Silver.When you trash this, gain an Attack card.";+2?;;+2?;+$1;;;;1? *1;;Dark Ages/Squire.jpg;False;False;True;;False;False;True;2;0;0;2;0;0;0;['Handsize-decreasing'];[];[];['Buys', 'Specific'];[];[];10;https://wiki.dominionstrategy.com/index.php/Squire;[];False
Vagrant;Dark Ages;['Action'];$2;+1 Card +1 Action Reveal the top card of your deck. If it’s a Curse, Ruins, Shelter, or Victory card, put it into your hand.;+1;+1, !+1;;;;;;;;Dark Ages/Vagrant.jpg;False;False;True;;False;False;True;0;1;0;0;0;0;0;[];['Lab*'];[];[];[];[];10;https://wiki.dominionstrategy.com/index.php/Vagrant;[];False
Forager;Dark Ages;['Action'];$3;+1 Action +1 Buy Trash a card from your hand, then +$1 per differently named Treasure in the trash.;+1;;+1;+$X;1;;;;;Dark Ages/Forager.jpg;False;False;True;;False;False;True;0;0;2;1;0;0;1;[];[];['Any'];['Buys*'];[];[];10;https://wiki.dominionstrategy.com/index.php/Forager;['Trash mat'];True
Hermit;Dark Ages;['Action'];$3;Look through your discard pile. You may trash a non-Treasure from it or from your hand. Gain a card costing up to $3. At the end of your Buy phase this turn, if you didn't gain any cards in it, exchange this for a Madman.;;;;;1?, !*Self;;;1, !1;;Dark Ages/Hermit.jpg;False;False;True;;False;False;True;0;1;1;1;0;0;0;[];['Special'];['Non-Treasure', 'Remodel*'];['Workshop*'];[];[];10;https://wiki.dominionstrategy.com/index.php/Hermit;['Madman', 'Trash mat'];True
Market Square;Dark Ages;['Action', 'Reaction'];$3;+1 Card +1 Action +1 BuyWhen one of your cards is trashed, you may discard this from your hand to gain a Gold.;+1;+1;+1;;;;;*1;;Dark Ages/Market_Square.jpg;False;False;True;;False;False;True;0;0;0;3;0;0;1;[];[];[];['Buys', 'Specific*'];[];[];10;https://wiki.dominionstrategy.com/index.php/Market_Square;[];False
Sage;Dark Ages;['Action'];$3;+1 Action Reveal cards from the top of your deck until you reveal one costing $3 or more. Put that card into your hand and discard the rest.;+1;+1;;;;;;;;Dark Ages/Sage.jpg;False;False;True;;False;False;True;0;0;0;0;0;0;0;[];[];[];[];[];[];10;https://wiki.dominionstrategy.com/index.php/Sage;[];False
Storeroom;Dark Ages;['Action'];$3;+1 Buy Discard any number of cards, then draw that many. Then discard any number of cards for +$1 each.;;-Y, +Y, -X;+1;+$X;;;;;;Dark Ages/Storeroom.jpg;False;False;True;;False;False;True;0;0;0;2;0;0;0;[];[];[];['Buys'];[];[];10;https://wiki.dominionstrategy.com/index.php/Storeroom;[];False
Urchin;Dark Ages;['Action', 'Attack'];$3;+1 Card +1 Action Each other player discards down to 4 cards in hand.When you play another Attack card with this in play, you may first trash this, to gain a Mercenary.;+1;+1;;;!Self?;;;!1;;Dark Ages/Urchin.jpg;False;False;True;;False;False;True;0;0;2;0;2;0;2;[];[];['Any'];[];['Handsize'];[];10;https://wiki.dominionstrategy.com/index.php/Urchin;['Mercenary', 'Trash mat'];True
Armory;Dark Ages;['Action'];$4;Gain a card onto your deck costing up to $4.;;;;;;;;1;;Dark Ages/Armory.jpg;False;False;True;;False;False;True;0;0;0;2;0;0;0;[];[];[];['Workshop'];[];[];10;https://wiki.dominionstrategy.com/index.php/Armory;[];False
Death Cart;Dark Ages;['Action', 'Looter'];$4;You may trash this or an Action card from your hand, for +$5.When you gain this, gain 2 Ruins.;;;;+$5;1 or Self?;;2Self;2;;Dark Ages/Death_Cart.jpg;False;False;True;;False;False;True;0;0;1;1;0;0;0;[];[];['Action'];['Specific'];[];[];10;https://wiki.dominionstrategy.com/index.php/Death_Cart;['Ruins', 'Trash mat'];True
Feodum;Dark Ages;['Victory'];$4;Worth 1 per 3 Silvers you have (round down).When you trash this, gain 3 Silvers.;;;;;;;;*3;X;Dark Ages/Feodum.jpg;False;False;True;;False;False;True;0;0;0;1;0;2;0;[];[];[];['Specific'];[];['Scaling'];8*;https://wiki.dominionstrategy.com/index.php/Feodum;[];False
Fortress;Dark Ages;['Action'];$4;+1 Card +2 ActionsWhen you trash this, put it into your hand.;+2;+1 *(+Self);;;;;;*(1);;Dark Ages/Fortress.jpg;False;False;True;;False;False;True;2;0;0;0;0;0;0;['Handsize-neutral'];[];[];[];[];[];10;https://wiki.dominionstrategy.com/index.php/Fortress;[];False
Ironmonger;Dark Ages;['Action'];$4;"+1 Card +1 Action Reveal the top card of your deck; you may discard it. Either way, if it is an... Action card, +1 Action Treasure card, +$1 Victory card, +1 Card";+1, !+1;+1, !+1;;!+$1;;;;;;Dark Ages/Ironmonger.jpg;False;False;True;;False;False;True;2;1;0;0;0;0;0;['Handsize-neutral'];['Lab*'];[];[];[];[];10;https://wiki.dominionstrategy.com/index.php/Ironmonger;[];False
Marauder;Dark Ages;['Action', 'Attack', 'Looter'];$4;Gain a Spoils. Each other player gains a Ruins.;;;;;;;1;1;;Dark Ages/Marauder.jpg;False;False;True;;False;False;True;0;0;0;1;1;0;2;[];[];[];['Specific'];['Junking'];[];10;https://wiki.dominionstrategy.com/index.php/Marauder;['Ruins', 'Spoils'];True
Procession;Dark Ages;['Action'];$4;You may play a non-Duration Action card from your hand twice. Trash it. Gain an Action card costing exactly $1 more than it.;P2?;;;;!1;;;!1;;Dark Ages/Procession.jpg;False;False;True;;False;False;True;2;0;0;1;0;0;0;['Throne', 'On-trash'];[];[];['Remodel*'];[];[];10;https://wiki.dominionstrategy.com/index.php/Procession;[];False
